TITLE,AGE,YEAR,EPISODES,RUNTIME,TYPE,ORIGIN_COUNTRY,summary,RATING,genres,image_url
Better Call Saul,16+,2015,63,46,tvSeries,United States,"Before Saul Goodman, he was Jimmy McGill. And if you're calling Jimmy, you're in real trouble. The prequel to ""Breaking Bad"" follows small-time attorney Jimmy McGill as he transforms into Walter White's morally challenged lawyer, Saul Goodman. —zaahir1604",8.7,"Crime,Drama",https://m.media-amazon.com/images/M/MV5BMGE4YzY4NGEtOWYyYS00ZDk2LWExMmMtZDIyODhiMmNlMGE0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_FMjpg_UX1000_.jpg
New Amsterdam,PG,2018,56,43,tvSeries,United States,"Dr. Max Goodwin is brilliant, charming -- and the new medical director at America's oldest public hospital. While he's set on tearing down the bureaucracy to provide exceptional care, the doctors and staff are not so sure. They've heard this before, and no one else has delivered on those promises. Not taking ""no"" for an answer, Max disrupts the status quo and proves he will stop at nothing to breathe new life into this understaffed, underfunded and underappreciated hospital -- the only one in the world capable of treating Ebola patients, prisoners from Rikers Island and the president of the United States all under one roof -- and return it to the glory that put it on the map. Inspired by Bellevue in New York City. —NBC",8.1,Drama,https://m.media-amazon.com/images/M/MV5BOWI3ZmVkNDktYTgzMy00ZTUwLThkYjQtZjI1MzMzZTNhZWVlXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_FMjpg_UX1000_.jpg
The Crown,16+,2016,60,58,tvSeries,United Kingdom,"This show focuses on Queen Elizabeth II as a young newlywed faced with leading the world's most famous monarchy, while forging a relationship with legendary Prime Minister Sir Winston Churchill. The British Empire is in decline, the political world is in disarray, but a new era is dawning. Peter Morgan's masterfully researched scripts reveal the Queen's private journey behind the public façade with daring frankness. Prepare to see into the coveted world of power and privilege behind the locked doors of Westminster and Buckingham Palace. —Netflix",8.6,"Biography,Drama,History",https://m.media-amazon.com/images/M/MV5BZmY0MzBlNjctNTRmNy00Njk3LWFjMzctMWQwZDAwMGJmY2MyXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_FMjpg_UX1000_.jpg
Castlevania,18,2017,32,23,tvSeries,United States,"When Lisa Tepes, beloved wife of Vlad Tepes AKA Dracula is acused of witchcraft and burned at the stake by an overzealous bishop, Dracula declares war on the people of Wallachia and unleashes an army of murderous demonic creatures from hell. Luckily, Trevor Belmont, last survivor of the Belmont clan, a disgraced family known for hunting all kinds of monsters, is still in town and agrees to take the fight to the lord of vampires. —Ricky Lyon",8.3,"Action,Adventure,Animation",https://m.media-amazon.com/images/M/MV5BYWUwN2UwYTktMDk4OC00YTg0LThmNTItNWE3ZjQxOTIxZTg3XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_FMjpg_UX1000_.jpg
Black Mirror,A,2011,22,60,tvSeries,United Kingdom,"Set in a world only minutes from our own, ""Black Mirror"" unveils how modern technologies can backfire and be used against their makers, every episode set in a slightly different reality with different characters combating different types of technologies.",8.8,"Drama,Sci-Fi,Thriller",https://m.media-amazon.com/images/M/MV5BYTM3YWVhMDMtNjczMy00NGEyLWJhZDctYjNhMTRkNDE0ZTI1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_FMjpg_UX1000_.jpg
American Horror Story,A,2011,116,60,tvSeries,United States,"Physical and psychological horrors affect a decomposing family, workers and residents of an insane asylum, a coven of witches, a cast of circus freaks, the employees and guests at a struggling hotel, a family who moved into a mysterious farmhouse, the members of a small suburb in Michigan, the surviving members of the Apocalypse and the counselors of a creepy summer camp in this haunting anthology series, focusing on the themes of infidelity, sanity, oppression, discrimination, addiction and exploitation.",8.0,"Drama,Horror,Thriller",https://m.media-amazon.com/images/M/MV5BODZlYzc2ODYtYmQyZS00ZTM4LTk4ZDQtMTMyZDdhMDgzZTU0XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_FMjpg_UX1000_.jpg
The 100,A,2014,100,43,tvSeries,United States,"The series is set 97 years after a devastating nuclear war wiped out almost all life on Earth. The only known survivors are the residents of twelve space stations in Earth's orbit prior to the war. The space stations banded together to form a single massive station named ""The Ark"", wenis galore about 2,400 people live. Resources are scarce and all crimes no matter their nature or severity are punishable by death (""floating"") unless the perpetrator is under 18 years of age. After the Ark's life support systems are found to be critically failing, one hundred juvenile prisoners are declared ""expendable"" and sent to the surface in a last ditch attempt to determine if Earth is habitable again. The teens arrive on a beautiful planet they have only seen from space. Confronting the dangers of this rugged new world, they struggle to form a tentative community. However they discover that not all humanity was wiped out. There are people on Earth who survived the war, called ""grounders"" by the 100. The Ark consists of the space stations previously representing the nations of the UK, USA, Australia, Canada, China, Japan, India, Russia, Venezuela, France, Brazil, and Uganda. —Thomas O'Darren",7.6,"Drama,Mystery,Sci-Fi",https://m.media-amazon.com/images/M/MV5BNjRiYTIzZmUtMTFkNS00ZTM0LWE4ODAtMDliMGE4NzM5ZjVlXkEyXkFqcGdeQXVyNDQ0MTYzMDA@._V1_FMjpg_UX1000_.jpg
Queen of the South,18,2016,62,42,tvSeries,United States,"Queen of the South tells the powerful story of Teresa Mendoza, a woman who is forced to run and seek refuge in America after her drug-dealing boyfriend is unexpectedly murdered in Mexico. In the process, she teams up with an unlikely figure from her past to bring down the leader of the very drug trafficking ring that has her on the run.",7.9,"Action,Crime,Drama",https://m.media-amazon.com/images/M/MV5BZjE2Y2Y2OWUtYWRkMC00MWYxLWE2OTItM2VmYjY4ZGI1MzIxXkEyXkFqcGdeQXVyMTAzNzQ5NDA0._V1_FMjpg_UX1000_.jpg
How I Met Your Mother,15+,2005,208,22,tvSeries,United States,"Ted Mosby sits down with his kids, to tell them the story of how he met their mother. The story is told through memories of his friends Marshall, Lily, Robin, and Barney Stinson. All legendary 9 seasons lead up to the moment of Ted's final encounter with ""the one."" —colucciconnor",8.3,"Comedy,Romance",https://m.media-amazon.com/images/M/MV5BNjg1MDQ5MjQ2N15BMl5BanBnXkFtZTYwNjI5NjA3._V1_FMjpg_UX1000_.jpg
Ozark,16+,2017,44,60,tvSeries,United States,"The Byrdes and their teenage kids, Charlotte and Jonah, are, for all intents and purposes, an ordinary family with ordinary lives. Except for the job of Marty, a Chicago financial advisor who also serves as the top money launderer for the second largest drug cartel in Mexico. When things go awry, Marty must uproot his family from the skyscrapers of Chicago and relocate to the lazy lake region of the Missouri Ozarks. —Netflix",8.4,"Crime,Drama,Thriller",https://m.media-amazon.com/images/M/MV5BODIyNzk5NDg5M15BMl5BanBnXkFtZTgwMTE5NjA5MjI@._V1_FMjpg_UX1000_.jpg
Cobra Kai,A,2018,40,30,tvSeries,United States,"Thirty years after their final confrontation at the 1984 All Valley Karate Tournament, Johnny Lawrence is at rock-bottom as an unemployed handyman haunted by his wasted life. However, when Johnny rescues a bullied kid, Miguel, from bullies, he is inspired to restart the notorious Cobra Kai dojo. However, this revitalization of his life and related misunderstandings find Johnny restarting his old rivalry with Daniel LaRousso, a successful businessman who may be happily married, but is missing an essential balance in life since the death of his mentor, Mr. Miyagi. Meanwhile, even as this antipathy festers, it finds itself reflected in their protegees as Miguel and his comrades are gradually poisoned by Cobra Kai's thuggish philosophy. Meanwhile, while Daniel's daughter, Samantha, finds herself in the middle of this conflict amidst false friends, Johnny's estranged miscreant son, Robby, finds himself inadvertently coming under Daniel's wing and flourishes in ways worthy of Mr. Miyagi. —Kenneth Chisholm (kchishol@rogers.com)",8.6,"Action,Comedy,Drama",https://m.media-amazon.com/images/M/MV5BOTE1M2Q3YjQtZGMzYy00MDcwLWIzNzctYzI3MDBhMjBmYTQwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_FMjpg_UX1000_.jpg
The Vampire Diaries,16+,2009,171,43,tvSeries,United States,"After centuries of quarreling, Stefan and Damon Salvatore return to their original town of Mystic Fall Virginia. Stefan, the selfless, brave, guilt ridden brothers meets a high school girl named Elena Gilbert who he instantly falls in love with. While Damon the gorgeous, dangerous, and selfish vampire is after his brothers girl to pay him back for making him turn into a vampire in 1864.",7.7,"Drama,Fantasy,Horror",https://m.media-amazon.com/images/M/MV5BMDk3YzgxNDQtNTEzOS00NDMyLWFlYmYtYTZlMDk1NDkxNmMyXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_FMjpg_UX1000_.jpg
The Last Kingdom,18+,2015,46,60,tvSeries,United Kingdom,"The year is 872, and many of the separate kingdoms of what we now know as England have fallen to the invading Danes, leaving the great kingdom of Wessex standing alone and defiant under the command of King Alfred. Against this turbulent backdrop lives our hero, Uhtred. Born the son of a Saxon nobleman, he is captured by the Danes and raised as one of their own. Forced to choose between the country of his birth and the people of his upbringing, his loyalties are ever tested. What is he? Saxon or Dane? On a quest to reclaim his birthright, Uhtred must tread a dangerous path between both sides if he is to play his part in the birth of a new nation and, ultimately, recapture his ancestral lands...",8.4,"Action,Drama,History",https://m.media-amazon.com/images/M/MV5BMjE1MzYzNjk3OF5BMl5BanBnXkFtZTgwMzk0MzYwNzE@._V1_FMjpg_UX1000_.jpg
The Queen's Gambit,18,2020,7,395,tvMiniSeries,United States,"Nine year-old orphan Beth Harmon is quiet, sullen, and by all appearances unremarkable. That is, until she plays her first game of chess. Her senses grow sharper, her thinking clearer, and for the first time in her life she feels herself fully in control. By the age of sixteen, she's competing for the U.S. Open championship. But as Beth hones her skills on the professional circuit, the stakes get higher, her isolation grows more frightening, and the thought of escape becomes all the more tempting. Based on the book by Walter Tevis.",8.6,Drama,https://m.media-amazon.com/images/M/MV5BM2EwMmRhMmUtMzBmMS00ZDQ3LTg4OGEtNjlkODk3ZTMxMmJlXkEyXkFqcGdeQXVyMjM5ODk1NDU@._V1_FMjpg_UX1000_.jpg
Sons of Anarchy,18,2008,92,45,tvSeries,United States,"Sons of Anarchy, aka SAMCRO, is a motorcycle club that operates both illegal and legal businesses in the small town of Charming. They combine gun-running and a garage, plus involvement in porn film. Clay, the president, likes it old school and violent; while Jax, his stepson and the club's VP, has thoughts about changing the way things are, based on his dead father's journal. Their conflict has effects on both the club and their personal relationships. —Pia",8.5,"Crime,Drama,Thriller",https://m.media-amazon.com/images/M/MV5BMTEyODg2NzkwMDBeQTJeQWpwZ15BbWU4MDQwODI3MzIx._V1_FMjpg_UX1000_.jpg
New Girl,15+,2011,146,22,tvSeries,United States,"Jess, a bubbly, off-beat teacher, who is known to burst into song, catches her boyfriend with another woman. Newly homeless, she moves into a loft with three single guys she's never met before. Nick, a jaded, law-school dropout isn't the best of company. Schmidt is a flashy, eccentric businessman who believes he is Yahweh's gift to women. Winston is a former athlete who doesn't know what to do, but really needs a win. Can this dysfunctional group handle the adorkable new girl? —L. Hamre",7.7,Comedy,https://m.media-amazon.com/images/M/MV5BMjA0MDc1NTk0Ml5BMl5BanBnXkFtZTgwMTk2ODA5NDM@._V1_FMjpg_UX1000_.jpg
Pose,18,2018,26,60,tvSeries,United States,"Set in the 1980s, 'Pose' is a dance musical that explores the juxtaposition of several segments of life and society in New York: the ball culture world, the rise of the luxury Trump-era universe, and the downtown social and literary scene. Blanca forms a 'house', a self-selected family that provides support to LGBTQ youth who have been rejected by their birth families. Damon is a dancer who joins Blanca's house. Together, they compete in the balls -- where house members challenge each other in various categories and are judged on their outfits, attitude, or dance skills -- against Blanca's former house mother, Elektra. Pray Tell is Godfather to the children who compete in the balls. Angel is a streetwalker who develops feelings for a new client, Stan, who has a loving wife, Patty. James Van Der Beek co-stars as Stan's boss, Matt. —Jwelch5742",8.6,Drama,https://m.media-amazon.com/images/M/MV5BMjQ2ZDMzNmMtZWZmZC00MTFjLWFiMTMtNzJjY2Q3ZjQ3MmI0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_FMjpg_UX1000_.jpg
El inocente,18,2021,8,467,tvMiniSeries,Spain,"Mateo Vidal is jailed for negligent homicide for 4 years and when is released he makes a living with his beloved Olivia. Once their life has stabilized a phone call will change everything in the couple, the past leaves no one behind and many secrets will force them to try to prove their innocence. —Cinemoviez",7.9,"Crime,Drama,Mystery",https://m.media-amazon.com/images/M/MV5BZTRkNzUxYWItYTc5OS00MDM4LTg1OGMtZTQ1NmI1ZGQ4MDU0XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_FMjpg_UX1000_.jpg
The Witcher,PG,2019,16,60,tvSeries,Poland,"The Witcher is an American fantasy drama web television series created by Lauren Schmidt Hissrich for Netflix. It is based on the book series of the same name by Polish writer Andrzej Sapkowski. The Witcher follows the story of Geralt of Rivia, a solitary monster hunter, who struggles to find his place in a world where people often prove more wicked than monsters and beasts. But when destiny hurtles him toward a powerful sorceress, and a young princess with a special gift, the three must learn to navigate independently the increasingly volatile Continent. —aaltaiawy",8.2,"Action,Adventure,Fantasy",https://m.media-amazon.com/images/M/MV5BOGE4MmVjMDgtMzIzYy00NjEwLWJlODMtMDI1MGY2ZDlhMzE2XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_FMjpg_UX1000_.jpg
